Gender,Age,Height,Weight,Calories,BMI,,,,,,
female,26.2,172,66,61,22.53,,,,,,
male,21.7,185,91,8,26.38,,,,,,
male,22.4,190,86,206,23.94,,,,,,
female,39.8,158,61,74,24.46,,,,,,
male,33.1,169,75,104,26.49,,,,,,
female,69.4,165,64,67,23.54,,,,,,
male,38.0,183,84,25,25.19,,,,,,
male,26.1,193,91,54,24.50,,,,,,
male,52.5,177,84,72,26.80,,,,,,
female,52.9,171,65,28,22.49,,,,,,
male,31.4,172,76,76,25.89,,,,,,
male,27.2,180,75,124,23.21,,,,,,
female,27.4,175,68,146,22.04,,,,,,
female,55.8,165,69,100,25.32,,,,,,
male,25.7,198,98,44,24.97,,,,,,
male,44.9,178,81,116,25.48,,,,,,
female,35.4,159,58,49,22.82,,,,,,
male,61.8,208,114,4,26.19,,,,,,
male,31.5,168,74,93,26.03,,,,,,
male,72.5,187,97,12,27.86,,,,,,
female,22.6,166,61,11,22.21,,,,,,
male,75.9,176,84,36,26.99,,,,,,
female,47.7,167,67,38,24.11,,,,,,
female,18.9,149,53,43,23.93,,,,,,
female,43.2,170,68,11,23.34,,,,,,
female,21.7,149,50,159,22.77,,,,,,
female,23.9,163,62,100,23.19,,,,,,
male,25.8,191,87,6,23.78,,,,,,
male,61.6,188,85,52,24.23,,,,,,
female,38.3,170,72,156,25.04,,,,,,
female,24.9,175,66,139,21.73,,,,,,
female,73.3,170,68,103,23.43,,,,,,
male,52.3,182,85,241,25.87,,,,,,
female,32.4,156,56,12,22.87,,,,,,
male,23.3,196,89,91,23.21,,,,,,
male,27.5,179,85,69,26.36,,,,,,
female,41.6,165,59,62,21.95,,,,,,
female,57.2,168,64,179,22.46,,,,,,
male,64.6,174,84,17,27.81,,,,,,
male,61.5,181,83,74,25.10,,,,,,
female,52.6,154,53,10,22.15,,,,,,
female,51.4,157,58,91,23.50,,,,,,
female,66.4,146,47,36,22.24,,,,,,
male,29.7,184,85,95,25.24,,,,,,
female,33.1,172,74,33,24.88,,,,,,
female,54.2,157,52,43,21.16,,,,,,
male,28.1,187,92,71,26.22,,,,,,
female,41.1,165,63,41,23.08,,,,,,
female,56.6,156,54,163,21.92,,,,,,
female,67.0,166,63,187,23.06,,,,,,
male,19.3,183,78,48,23.31,,,,,,
female,24.9,165,59,148,21.66,,,,,,
male,42.6,196,93,67,24.09,,,,,,
male,40.9,176,78,51,25.14,,,,,,
female,46.8,166,65,59,23.65,,,,,,
male,50.0,170,77,19,26.68,,,,,,
female,30.6,159,61,60,24.07,,,,,,
male,41.0,178,82,24,25.78,,,,,,
male,61.9,180,85,106,26.27,,,,,,
male,30.7,184,91,23,26.95,,,,,,
female,48.7,159,59,197,23.13,,,,,,
male,72.7,190,96,69,26.66,,,,,,
male,36.4,194,99,19,26.25,,,,,,
female,34.6,134,40,68,22.31,,,,,,
male,27.5,189,84,112,23.33,,,,,,
female,19.9,164,64,4,23.58,,,,,,
male,35.2,176,80,160,25.89,,,,,,
male,46.7,166,74,28,26.75,,,,,,
female,78.5,151,53,40,23.42,,,,,,
female,39.0,174,75,15,24.82,,,,,,
female,65.4,173,74,135,24.68,,,,,,
female,60.0,157,59,144,23.78,,,,,,
female,49.1,158,61,75,24.69,,,,,,
female,19.6,176,69,33,22.37,,,,,,
female,64.2,154,60,110,25.62,,,,,,
male,48.5,200,110,22,27.67,,,,,,
male,30.8,187,91,137,26.26,,,,,,
female,47.1,160,59,90,22.80,,,,,,
female,19.9,166,59,76,21.49,,,,,,
male,33.2,181,87,143,26.61,,,,,,
female,58.9,183,83,83,24.94,,,,,,
female,19.0,171,59,111,20.37,,,,,,
male,31.4,192,98,13,26.67,,,,,,
female,29.9,171,68,32,23.23,,,,,,
female,73.6,167,65,121,23.27,,,,,,
female,44.8,158,63,40,25.26,,,,,,
male,28.0,166,71,99,25.60,,,,,,
female,37.8,169,62,122,21.54,,,,,,
female,38.9,169,65,50,22.61,,,,,,
female,50.2,153,56,175,23.76,,,,,,
female,23.4,173,72,145,24.18,,,,,,
male,47.1,192,93,73,25.15,,,,,,
female,47.7,151,50,182,21.81,,,,,,
male,29.7,189,97,121,27.01,,,,,,
female,55.1,165,70,118,25.65,,,,,,
male,62.8,194,99,67,26.17,,,,,,
male,74.1,200,106,75,26.50,,,,,,
male,25.6,180,90,15,27.96,,,,,,
female,62.2,172,74,38,25.02,,,,,,
female,21.9,180,72,24,22.21,,,,,,
male,58.0,191,100,97,27.55,,,,,,
female,20.3,170,62,0,21.56,,,,,,
male,29.0,186,87,141,25.13,,,,,,
female,28.3,172,70,5,23.62,,,,,,
male,43.1,176,83,206,26.82,,,,,,
female,20.9,170,67,76,23.30,,,,,,
male,60.4,177,80,41,25.39,,,,,,
male,23.1,189,85,79,23.59,,,,,,
male,60.1,197,107,231,27.54,,,,,,
male,54.4,190,92,98,25.38,,,,,,
female,39.9,180,74,85,22.96,,,,,,
male,44.3,194,94,49,24.84,,,,,,
male,60.2,176,86,143,27.66,,,,,,
female,37.8,164,63,9,23.56,,,,,,
male,20.4,182,79,7,23.75,,,,,,
male,35.8,183,90,151,26.87,,,,,,
female,36.7,170,70,106,24.02,,,,,,
male,37.0,194,101,63,26.83,,,,,,
female,34.7,152,53,89,22.92,,,,,,
male,62.9,184,91,208,27.03,,,,,,
male,24.5,188,80,7,22.67,,,,,,
male,61.1,189,95,64,26.47,,,,,,
female,52.1,162,64,74,24.26,,,,,,
male,24.1,205,111,107,26.25,,,,,,
male,24.5,203,108,108,26.24,,,,,,
female,37.6,172,74,114,24.93,,,,,,
female,21.5,175,67,29,22.03,,,,,,
female,46.2,161,60,191,22.93,,,,,,
male,24.7,185,89,59,26.18,,,,,,
male,21.1,159,67,18,26.39,,,,,,
male,42.8,173,79,198,26.70,,,,,,
female,31.4,163,64,79,24.01,,,,,,
male,30.7,177,83,17,26.43,,,,,,
female,59.8,169,67,156,23.50,,,,,,
male,24.3,187,89,104,25.45,,,,,,
female,33.2,162,63,44,23.91,,,,,,
female,57.4,163,65,64,24.19,,,,,,
male,35.2,178,81,134,25.30,,,,,,
female,39.4,157,57,22,23.21,,,,,,
female,24.4,150,48,39,21.21,,,,,,
female,72.7,170,67,122,23.04,,,,,,
female,27.5,163,66,101,24.93,,,,,,
female,27.5,167,64,179,23.15,,,,,,
female,26.4,160,54,108,21.18,,,,,,
male,41.4,184,88,152,25.81,,,,,,
male,24.8,186,79,121,22.76,,,,,,
male,68.2,175,78,25,25.53,,,,,,
male,44.4,170,76,69,26.59,,,,,,
male,76.3,179,85,113,26.44,,,,,,
male,69.5,179,81,63,25.12,,,,,,
female,43.7,154,53,97,22.44,,,,,,
female,22.0,138,43,92,22.58,,,,,,
female,34.5,161,56,77,21.53,,,,,,
male,54.2,192,98,205,26.52,,,,,,
female,38.3,146,50,151,23.45,,,,,,
female,63.0,152,59,133,25.53,,,,,,
female,22.6,156,59,183,24.25,,,,,,
male,74.4,187,94,38,26.90,,,,,,
female,20.0,150,49,150,21.70,,,,,,
female,23.4,172,64,75,21.52,,,,,,
male,66.3,158,66,48,26.34,,,,,,
female,29.3,156,57,22,23.35,,,,,,
female,55.1,157,58,157,23.55,,,,,,
male,20.7,180,78,98,24.23,,,,,,
female,58.3,158,65,191,26.20,,,,,,
male,34.6,183,83,109,24.88,,,,,,
male,28.2,177,73,6,23.20,,,,,,
female,49.0,181,71,17,21.74,,,,,,
male,43.3,167,70,24,25.33,,,,,,
female,25.0,168,64,180,22.86,,,,,,
male,59.7,171,70,116,23.85,,,,,,
male,39.0,188,93,115,26.29,,,,,,
male,25.2,183,82,40,24.52,,,,,,
male,30.8,187,90,60,25.71,,,,,,
female,50.6,156,55,61,22.61,,,,,,
male,21.8,184,79,177,23.45,,,,,,
female,28.6,161,63,30,24.18,,,,,,
female,38.0,162,68,8,25.85,,,,,,
male,44.1,195,102,210,26.83,,,,,,
female,34.6,162,63,12,24.08,,,,,,
male,57.0,197,102,22,26.37,,,,,,
female,26.6,158,59,84,23.46,,,,,,
male,57.1,180,81,149,25.09,,,,,,
female,34.1,170,69,136,23.96,,,,,,
female,27.1,153,52,8,21.96,,,,,,
male,42.3,196,103,73,26.74,,,,,,
male,36.1,187,88,59,25.27,,,,,,
female,31.7,168,63,18,22.46,,,,,,
female,30.7,151,51,16,22.40,,,,,,
male,74.7,188,91,176,25.77,,,,,,
male,72.6,191,92,153,25.16,,,,,,
male,74.4,180,91,15,28.21,,,,,,
male,24.5,166,61,57,22.20,,,,,,
male,28.1,181,82,69,24.95,,,,,,
male,77.7,180,85,271,26.29,,,,,,
male,35.9,201,100,55,24.75,,,,,,
female,60.9,164,65,55,23.93,,,,,,
male,27.9,197,90,61,23.17,,,,,,
male,60.4,184,86,36,25.35,,,,,,
male,43.0,191,93,49,25.45,,,,,,
male,25.3,198,99,103,25.25,,,,,,
female,31.7,173,68,37,22.49,,,,,,
male,20.6,196,93,12,24.12,,,,,,
female,35.9,169,65,14,22.87,,,,,,
male,24.9,176,73,96,23.59,,,,,,
female,40.5,155,55,104,23.10,,,,,,
male,38.3,182,84,87,25.30,,,,,,
female,27.9,175,79,175,25.66,,,,,,
female,41.7,168,60,35,21.08,,,,,,
male,21.6,195,88,147,23.20,,,,,,
male,39.0,182,82,76,24.59,,,,,,
female,61.8,164,68,101,25.36,,,,,,
male,28.3,204,109,31,26.31,,,,,,
male,26.6,192,92,86,24.73,,,,,,
male,34.1,174,74,205,24.32,,,,,,
female,73.2,162,62,73,23.65,,,,,,
female,37.6,172,64,52,21.69,,,,,,
male,34.2,196,99,55,25.90,,,,,,
male,28.9,183,84,51,24.92,,,,,,
male,32.2,190,93,107,25.79,,,,,,
female,60.3,172,70,26,23.67,,,,,,
male,41.9,193,102,165,27.34,,,,,,
male,27.7,196,102,60,26.64,,,,,,
female,60.5,159,63,64,25.09,,,,,,
female,46.5,176,72,55,23.08,,,,,,
female,48.9,173,71,133,23.83,,,,,,
female,65.6,152,55,68,23.91,,,,,,
male,22.8,192,86,159,23.49,,,,,,
male,45.5,188,88,15,24.93,,,,,,
male,19.1,180,79,36,24.36,,,,,,
female,69.2,164,57,74,21.26,,,,,,
female,23.7,149,47,187,20.91,,,,,,
male,42.4,191,98,234,26.98,,,,,,
female,45.7,164,64,145,24.02,,,,,,
female,64.0,177,74,199,23.74,,,,,,
female,47.0,153,61,48,26.11,,,,,,
female,68.2,157,61,3,24.67,,,,,,
male,34.2,206,109,39,25.80,,,,,,
male,29.0,183,88,11,26.13,,,,,,
female,41.9,174,69,180,22.57,,,,,,
male,73.4,186,93,75,26.91,,,,,,
female,21.6,178,79,14,24.77,,,,,,
female,42.5,156,57,23,23.60,,,,,,
male,32.9,174,70,89,23.03,,,,,,
male,27.8,187,89,47,25.30,,,,,,
female,21.8,173,66,80,22.13,,,,,,
female,43.6,176,76,80,24.45,,,,,,
female,20.5,175,70,110,22.79,,,,,,
male,73.1,166,67,176,24.12,,,,,,
female,65.1,170,63,32,21.62,,,,,,
male,39.5,193,97,76,25.93,,,,,,
female,18.8,167,66,178,23.48,,,,,,
male,37.0,173,71,22,23.90,,,,,,
male,32.4,178,83,179,26.13,,,,,,
female,42.8,176,77,22,24.86,,,,,,
male,36.2,175,75,48,24.31,,,,,,
male,34.3,195,96,120,25.24,,,,,,
female,23.1,171,63,83,21.54,,,,,,
male,22.0,161,65,41,25.18,,,,,,
female,44.0,173,75,128,24.97,,,,,,
male,43.3,200,98,7,24.58,,,,,,
female,21.7,176,70,76,22.75,,,,,,
male,23.9,182,82,162,24.94,,,,,,
female,53.3,150,53,117,23.27,,,,,,
female,42.9,183,80,44,23.85,,,,,,
female,26.8,168,73,28,25.69,,,,,,
female,54.8,169,69,98,24.14,,,,,,
male,26.5,180,78,78,23.94,,,,,,
male,42.7,207,105,102,24.40,,,,,,
female,29.7,143,46,17,22.51,,,,,,
female,43.5,167,64,23,23.02,,,,,,
male,20.7,189,91,175,25.40,,,,,,
female,29.2,174,63,50,20.74,,,,,,
female,18.0,173,72,25,24.16,,,,,,
male,51.8,181,77,146,23.50,,,,,,
female,78.3,159,58,57,22.96,,,,,,
male,28.2,190,94,197,26.08,,,,,,
male,29.3,187,89,204,25.29,,,,,,
female,38.2,164,58,18,21.81,,,,,,
male,24.4,182,81,116,24.48,,,,,,
female,62.8,174,67,19,22.10,,,,,,
female,64.6,165,68,21,24.89,,,,,,
male,48.6,176,78,216,25.42,,,,,,
female,23.0,184,69,72,20.43,,,,,,
female,25.0,140,48,43,24.48,,,,,,
female,78.5,174,76,196,24.89,,,,,,
female,44.4,168,70,137,24.61,,,,,,
female,69.8,150,58,7,25.88,,,,,,
female,30.8,186,75,110,21.54,,,,,,
female,59.6,154,52,7,22.08,,,,,,
male,31.5,181,88,27,26.72,,,,,,
male,37.4,169,72,144,25.28,,,,,,
male,32.9,167,67,13,24.15,,,,,,
male,20.7,182,80,110,24.11,,,,,,
female,78.3,154,53,15,22.30,,,,,,
male,72.7,194,98,45,25.92,,,,,,
male,56.6,180,86,213,26.45,,,,,,
male,32.8,183,88,103,26.30,,,,,,
male,44.4,176,82,168,26.35,,,,,,
male,38.0,193,93,42,24.83,,,,,,
male,58.0,193,97,69,26.04,,,,,,
female,23.9,184,80,34,23.77,,,,,,
male,34.5,202,107,16,26.18,,,,,,
female,63.6,173,70,74,23.43,,,,,,
male,42.5,178,86,60,27.02,,,,,,
female,20.9,159,58,6,23.05,,,,,,
male,52.6,174,82,232,26.98,,,,,,
female,53.2,146,50,110,23.54,,,,,,
female,61.7,156,57,212,23.43,,,,,,
female,34.8,170,69,29,23.89,,,,,,
male,36.0,184,86,3,25.60,,,,,,
female,55.5,180,73,101,22.53,,,,,,
female,51.8,171,69,168,23.54,,,,,,
male,51.5,191,94,189,25.53,,,,,,
male,28.6,186,85,129,24.33,,,,,,
male,20.5,176,74,113,24.05,,,,,,
male,41.5,190,88,105,24.20,,,,,,
male,34.3,194,95,147,25.11,,,,,,
female,35.5,165,65,37,23.95,,,,,,
male,52.4,184,85,141,25.06,,,,,,
female,27.0,159,57,154,22.62,,,,,,
male,19.3,178,76,55,23.99,,,,,,
female,59.2,161,58,30,22.22,,,,,,
female,79.0,158,57,101,22.88,,,,,,
male,65.8,191,94,183,25.83,,,,,,
male,29.5,173,81,3,26.87,,,,,,
male,19.0,186,82,70,23.76,,,,,,
male,52.5,164,74,40,27.71,,,,,,
male,28.2,180,79,46,24.41,,,,,,
male,38.7,179,82,150,25.59,,,,,,
male,22.0,182,84,104,25.38,,,,,,
male,22.2,179,73,107,22.61,,,,,,
female,27.6,159,55,85,21.62,,,,,,
female,59.1,149,46,144,20.52,,,,,,
female,26.5,154,56,12,23.31,,,,,,
male,54.0,185,89,224,25.99,,,,,,
female,70.2,176,71,34,22.86,,,,,,
male,31.2,197,94,100,24.03,,,,,,
female,76.2,168,62,58,22.08,,,,,,
male,20.5,197,101,21,26.13,,,,,,
male,18.8,179,75,44,23.40,,,,,,
female,58.3,160,58,108,22.77,,,,,,
male,57.8,187,87,100,24.74,,,,,,
male,67.8,170,80,12,27.83,,,,,,
male,49.7,173,83,179,27.89,,,,,,
female,24.1,175,73,20,23.91,,,,,,
male,25.1,182,80,46,24.15,,,,,,
female,19.9,167,58,13,21.03,,,,,,
female,19.0,164,63,23,23.31,,,,,,
female,57.9,166,64,170,22.99,,,,,,
male,27.3,190,80,32,22.37,,,,,,
female,37.6,159,59,54,23.06,,,,,,
female,48.7,148,52,41,23.88,,,,,,
female,21.2,167,63,171,22.47,,,,,,
female,33.4,180,72,63,22.21,,,,,,
female,33.0,170,69,102,23.72,,,,,,
male,67.2,182,85,199,25.92,,,,,,
male,22.8,196,96,25,24.90,,,,,,
female,38.4,162,61,50,23.18,,,,,,
male,64.8,171,75,183,25.55,,,,,,
female,44.3,181,75,47,22.91,,,,,,
male,25.8,194,97,62,25.79,,,,,,
female,47.6,172,75,65,25.24,,,,,,
male,21.0,177,74,7,23.69,,,,,,
female,26.5,176,66,181,21.47,,,,,,
male,30.6,203,103,18,24.90,,,,,,
male,59.9,199,96,70,24.23,,,,,,
female,36.0,163,67,162,25.17,,,,,,
female,71.4,176,71,24,23.07,,,,,,
female,28.6,164,65,165,24.15,,,,,,
female,63.4,159,58,42,22.95,,,,,,
female,65.7,164,61,118,22.51,,,,,,
female,29.7,177,76,137,24.10,,,,,,
male,55.2,190,87,194,24.08,,,,,,
male,48.8,180,83,5,25.84,,,,,,
female,47.8,161,65,92,25.24,,,,,,
male,27.9,191,85,181,23.47,,,,,,
male,38.0,187,94,23,26.79,,,,,,
female,39.1,166,67,72,24.44,,,,,,
female,29.9,161,61,38,23.74,,,,,,
female,74.6,157,65,60,26.23,,,,,,
female,70.0,161,65,14,25.14,,,,,,
male,55.4,178,75,50,23.58,,,,,,
male,45.0,186,87,81,25.39,,,,,,
male,44.5,170,77,67,26.76,,,,,,
male,60.0,172,74,168,24.99,,,,,,
male,60.5,197,110,173,28.49,,,,,,
female,53.9,150,52,21,23.07,,,,,,
male,53.3,187,87,16,24.96,,,,,,
male,33.4,180,82,111,25.44,,,,,,
male,21.5,191,93,123,25.47,,,,,,
male,49.0,190,101,124,27.93,,,,,,
female,22.1,161,59,146,22.84,,,,,,
male,19.2,168,67,43,23.68,,,,,,
female,74.4,173,67,52,22.30,,,,,,
male,41.2,183,89,130,26.78,,,,,,
male,60.4,179,80,237,25.03,,,,,,
female,59.6,166,67,67,24.54,,,,,,
male,51.6,179,80,127,24.90,,,,,,
male,23.5,186,84,87,24.31,,,,,,
male,31.3,165,68,92,25.26,,,,,,
female,24.8,167,68,159,24.38,,,,,,
male,23.2,178,79,56,24.88,,,,,,
male,25.6,185,83,43,24.14,,,,,,
male,73.4,182,86,188,25.81,,,,,,
male,49.2,181,84,110,25.53,,,,,,
female,20.1,153,54,82,23.09,,,,,,
male,58.0,165,66,9,24.35,,,,,,
female,46.2,170,81,117,28.18,,,,,,
male,35.1,163,69,47,25.94,,,,,,
male,22.8,176,72,19,23.18,,,,,,
male,75.4,171,74,61,25.24,,,,,,
male,41.0,190,88,150,24.35,,,,,,
female,69.6,162,60,69,22.95,,,,,,
male,78.7,188,90,71,25.55,,,,,,
male,58.8,175,76,11,24.77,,,,,,
male,59.6,188,86,190,24.13,,,,,,
female,29.8,172,68,41,23.10,,,,,,
male,36.9,191,89,15,24.40,,,,,,
female,50.6,173,70,120,23.41,,,,,,
male,35.8,182,86,4,25.95,,,,,,
male,42.6,169,73,26,25.58,,,,,,
female,25.1,152,57,41,24.54,,,,,,
male,32.6,197,101,32,25.97,,,,,,
female,42.0,175,76,28,24.71,,,,,,
male,31.5,193,101,159,27.19,,,,,,
male,49.0,188,95,191,26.64,,,,,,
male,38.8,180,79,215,24.36,,,,,,
male,65.9,182,90,3,27.34,,,,,,
male,57.0,189,89,209,24.93,,,,,,
female,31.5,152,50,153,21.78,,,,,,
female,62.7,169,70,58,24.47,,,,,,
female,27.2,160,62,10,24.05,,,,,,
male,28.2,185,92,93,26.76,,,,,,
female,25.0,157,52,11,21.11,,,,,,
male,50.9,218,117,16,24.81,,,,,,
female,56.3,168,68,9,23.97,,,,,,
female,51.1,156,59,84,24.10,,,,,,
female,77.4,172,66,14,22.37,,,,,,
female,18.1,152,53,45,23.02,,,,,,
male,24.5,193,98,3,26.29,,,,,,
male,21.3,172,69,144,23.26,,,,,,
male,62.4,170,68,59,23.79,,,,,,
female,22.9,144,50,98,24.21,,,,,,
female,37.9,163,59,141,21.96,,,,,,
male,73.6,192,92,13,24.89,,,,,,
female,35.6,190,83,149,22.80,,,,,,
male,51.4,203,102,18,24.81,,,,,,
female,24.5,168,64,57,22.63,,,,,,
female,52.0,164,59,159,22.02,,,,,,
male,54.6,198,104,110,26.44,,,,,,
male,26.1,177,82,13,26.22,,,,,,
female,26.6,166,69,42,24.87,,,,,,
male,66.8,188,92,191,26.06,,,,,,
male,40.0,180,81,41,24.94,,,,,,
male,72.6,178,85,122,26.73,,,,,,
female,63.9,161,65,69,25.04,,,,,,
female,32.4,165,63,207,23.08,,,,,,
male,69.4,196,105,164,27.54,,,,,,
female,37.2,158,58,29,23.45,,,,,,
male,31.2,210,107,69,24.38,,,,,,
male,44.4,195,97,204,25.41,,,,,,
male,23.4,208,104,70,23.92,,,,,,
male,47.9,176,71,18,22.89,,,,,,
male,50.9,176,78,132,25.23,,,,,,
female,23.8,176,73,138,23.51,,,,,,
male,62.0,186,83,144,23.96,,,,,,
female,20.6,174,73,46,24.21,,,,,,
male,78.3,185,91,174,26.82,,,,,,
male,38.2,196,93,83,24.21,,,,,,
female,41.1,156,59,116,24.16,,,,,,
male,35.8,179,80,100,24.87,,,,,,
female,41.0,158,59,6,23.69,,,,,,
female,56.7,168,64,15,22.65,,,,,,
male,20.9,188,82,120,23.08,,,,,,
female,25.4,156,56,108,23.11,,,,,,
male,30.1,167,67,54,24.11,,,,,,
male,49.4,180,86,104,26.42,,,,,,
male,25.8,196,96,69,24.90,,,,,,
female,60.5,160,57,151,22.27,,,,,,
male,23.9,198,94,146,23.93,,,,,,
female,38.3,156,62,74,25.55,,,,,,
male,69.9,184,88,196,26.09,,,,,,
male,66.8,164,69,197,25.95,,,,,,
male,68.7,167,72,159,25.72,,,,,,
male,70.0,182,89,13,26.84,,,,,,
female,22.3,165,59,158,21.79,,,,,,
male,63.9,177,77,27,24.40,,,,,,
male,33.7,195,101,85,26.60,,,,,,
male,30.2,177,87,11,27.57,,,,,,
male,49.6,194,98,63,26.03,,,,,,
female,44.9,177,76,34,24.22,,,,,,
female,50.1,174,72,134,23.67,,,,,,
female,60.7,151,52,36,22.79,,,,,,
female,60.4,177,70,65,22.35,,,,,,
female,32.2,160,57,42,22.29,,,,,,
female,42.5,168,64,104,22.65,,,,,,
male,19.3,189,87,166,24.56,,,,,,
female,28.8,158,59,128,23.51,,,,,,
female,39.9,154,62,178,26.10,,,,,,
female,58.2,157,66,26,26.62,,,,,,
male,37.7,190,91,30,25.09,,,,,,
female,48.0,158,61,197,24.42,,,,,,
male,37.0,204,106,107,25.53,,,,,,
male,23.9,179,78,79,24.35,,,,,,
male,19.7,183,81,169,24.30,,,,,,
female,75.7,150,53,20,23.62,,,,,,
male,29.8,174,75,140,24.82,,,,,,
male,49.4,189,88,111,24.78,,,,,,
female,39.4,177,79,72,24.95,,,,,,
female,37.6,156,55,93,22.77,,,,,,
male,40.5,175,81,132,26.64,,,,,,
female,27.6,172,71,41,24.24,,,,,,
male,58.0,182,93,229,28.21,,,,,,
male,32.1,186,85,178,24.61,,,,,,
female,36.0,165,65,70,23.68,,,,,,
female,21.1,168,63,4,22.31,,,,,,
male,24.1,205,99,144,23.69,,,,,,
female,58.1,169,67,22,23.56,,,,,,
male,70.3,183,84,27,25.09,,,,,,
female,60.8,161,63,31,24.23,,,,,,
male,24.8,175,83,50,27.37,,,,,,
female,63.1,171,69,55,23.51,,,,,,
female,52.7,170,67,30,23.11,,,,,,
female,27.8,176,68,22,22.06,,,,,,
male,45.7,187,91,127,25.99,,,,,,
female,62.8,145,53,124,25.11,,,,,,
male,18.8,199,96,167,24.27,,,,,,
male,25.6,201,103,139,25.36,,,,,,
male,74.7,189,99,210,27.47,,,,,,
female,41.3,170,66,123,22.65,,,,,,
male,78.4,185,88,25,25.67,,,,,,
male,20.6,168,74,13,26.16,,,,,,
male,28.3,169,74,147,25.78,,,,,,
female,69.8,159,62,99,24.44,,,,,,
female,31.8,181,77,14,23.38,,,,,,
female,74.2,161,59,36,22.68,,,,,,
female,20.7,153,52,79,22.42,,,,,,
female,35.9,172,69,74,23.60,,,,,,
female,33.5,186,73,66,21.15,,,,,,
male,54.7,179,77,219,24.24,,,,,,
male,46.7,184,85,86,25.33,,,,,,
male,67.7,197,100,203,25.78,,,,,,
female,43.7,173,62,19,20.84,,,,,,
male,37.4,206,110,116,26.04,,,,,,
female,72.8,178,76,95,24.07,,,,,,
female,54.0,172,66,23,22.45,,,,,,
male,64.4,186,94,38,26.89,,,,,,
female,44.0,166,65,25,23.60,,,,,,
female,29.5,155,55,38,22.77,,,,,,
male,26.4,190,91,19,25.12,,,,,,
male,30.5,201,97,108,23.83,,,,,,
female,53.7,159,57,163,22.52,,,,,,
female,54.6,167,65,3,23.13,,,,,,
male,33.9,183,83,9,24.78,,,,,,
female,50.1,172,73,10,24.62,,,,,,
female,65.9,158,52,146,20.88,,,,,,
male,31.6,187,85,7,24.47,,,,,,
male,28.0,176,75,141,24.21,,,,,,
female,45.3,167,70,24,24.95,,,,,,
female,23.7,174,67,78,21.99,,,,,,
female,74.2,162,62,167,23.49,,,,,,
male,23.3,181,77,9,23.61,,,,,,
female,61.5,161,60,15,23.06,,,,,,
male,48.8,184,83,82,24.46,,,,,,
male,72.4,184,94,50,27.71,,,,,,
female,27.2,162,57,119,21.90,,,,,,
male,40.7,180,78,114,24.33,,,,,,
female,60.4,158,63,9,25.31,,,,,,
male,47.8,187,87,4,24.71,,,,,,
female,38.1,154,54,164,22.58,,,,,,
female,64.7,165,64,75,23.75,,,,,,
male,54.3,191,93,86,25.59,,,,,,
male,68.3,203,106,223,25.87,,,,,,
male,28.1,165,67,47,24.67,,,,,,
female,61.8,164,67,97,25.08,,,,,,
female,51.5,178,74,97,23.14,,,,,,
male,77.8,174,77,225,25.14,,,,,,
male,70.4,195,95,266,25.01,,,,,,
male,49.7,202,107,32,26.21,,,,,,
female,21.4,172,72,13,24.11,,,,,,
female,25.1,168,67,43,23.46,,,,,,
male,49.7,195,94,201,24.58,,,,,,
female,20.0,158,57,85,22.52,,,,,,
male,35.1,197,100,106,25.71,,,,,,
male,52.9,167,74,62,26.63,,,,,,
male,28.0,190,91,49,25.26,,,,,,
male,25.2,206,111,10,26.27,,,,,,
female,39.2,156,59,160,24.09,,,,,,
male,30.5,185,84,183,24.53,,,,,,
male,43.2,177,77,70,24.64,,,,,,
male,72.3,193,97,175,25.95,,,,,,
female,38.8,194,81,23,21.54,,,,,,
female,23.8,163,57,93,21.54,,,,,,
female,26.1,163,62,18,23.10,,,,,,
female,50.8,170,65,38,22.43,,,,,,
male,61.0,187,84,6,24.10,,,,,,
female,36.2,166,62,118,22.53,,,,,,
male,24.6,197,100,9,25.93,,,,,,
female,33.4,169,64,73,22.24,,,,,,
male,46.0,199,101,88,25.53,,,,,,
male,19.7,177,80,86,25.34,,,,,,
female,74.4,191,91,110,25.07,,,,,,
male,26.8,158,64,24,25.82,,,,,,
female,42.9,156,59,152,24.07,,,,,,
male,38.8,182,82,136,24.81,,,,,,
male,34.7,197,100,10,25.81,,,,,,
male,67.5,177,76,108,24.39,,,,,,
male,21.6,196,90,21,23.33,,,,,,
female,53.4,167,69,205,24.47,,,,,,
male,25.1,187,85,94,24.20,,,,,,
female,27.7,138,41,46,21.72,,,,,,
female,23.2,173,66,161,22.27,,,,,,
female,63.3,177,76,36,24.46,,,,,,
female,47.9,166,64,137,23.34,,,,,,
male,50.0,194,98,13,26.16,,,,,,
female,48.8,185,79,156,23.08,,,,,,
female,27.6,161,59,117,22.80,,,,,,
female,32.9,140,46,58,23.42,,,,,,
female,48.8,167,67,42,24.00,,,,,,
male,46.1,187,95,58,27.21,,,,,,
female,45.4,170,70,157,24.07,,,,,,
female,38.9,160,62,40,24.33,,,,,,
male,27.6,194,93,187,24.48,,,,,,
female,55.9,148,49,74,22.43,,,,,,
male,41.3,172,68,89,22.91,,,,,,
female,25.4,170,63,133,21.74,,,,,,
female,45.4,170,65,34,22.32,,,,,,
male,42.1,200,101,119,25.30,,,,,,
female,22.9,143,46,20,22.46,,,,,,
male,50.4,171,70,185,24.14,,,,,,
male,53.5,178,77,103,24.32,,,,,,
male,44.1,193,91,84,24.49,,,,,,
female,36.3,161,57,8,22.06,,,,,,
female,33.7,161,65,221,24.82,,,,,,
